address,quantity
0x6C6BeD65c3b1196ef364B147D9390B99165BfbFA,333333
0xAB87959792497ea7758544c517b7cD9e6064211e,333333
0x89D22A2ddbC34e98e8e201ac1b77433A6E028866,333333
0x90e4c22bD1295649660e9ec1Cea4d013A0e9B4b4,333333
0x027D6b09C1464d4C00c22d3C6B085f0Fc95624C3,333333
0xeF5c67E6dBb6Fd6CfB9C93ADbc5801bcfc10c494,333333
0xb1abf1039323f248514594a5ed1aef4f4fc95823,333333
0x89Fe11D74D4569e1d05aEBd274EC918D38F76335,333333
0xd52122110C2C27F88E44457A303A8d484DaCe2fe,333333
0x1226FF858C262D499AF401145BeAbebf3312e856,333333
0xd36eea625A58a73028fBDB2c545b75B0e6e38a10,333333
0x8064d8e5bcf0e9986cc0febb25601a0c2a8524a4,333333
0xb0730A172b2d171bF910C6cb74eDA5F3144d570e,333333
0x936ad56339a1818c61702217d6063ff5192f1326,333333
0x2f66dcE063e2978FdE42777b8bFB232119cD3BcF,333333
0x36FCC39081773D8F8783Dda9dfA0C1bFF24d76F1,333333
0x7Fe6bB0CC1F5fF23960B01dcCB6037F21a43fe56,333333
0xf02e33c6a7eb56703c99a836319978098568204f,333333
0xBf1A3fa7820415eAF9354703102402F7323C258D,333333
0xF2C9D73734a89Bb29aDFa4A5892E3f702506D059,333333
0xf24080012E388F0aC7E4B3684134932b7a6C60A6,333333
0x5B2d2222a528a952D6b9900B9c7859e33Bfe5687,333333
0x91dCE2C7679D7b91aF02fe0A7F597efB6896Dd82,333333
0xa207F691D03765DD3639DC186f48da96712ce7C4,333333
0x01207B3C2CDae2cceb50C06027d3Da8460F8D220,333333
0x3a4dc93661069629c3010df6c9aeb1be289482e8,333333
0x2c6f96f2e5BFDBB936001187f34913F2f9eA7AC8,333333
0xf866522AD74E98AA71F54cf7208E5B3266CF916F,333333
0x0991892b02a2b752ad68f2b01dd8457f9c22c26a,333333
0x325A51514922bBD4e3184854F8F3A35F3C540480,333333
0x94b11938B3EA8389668296B7151F7202bcf9B919,333333
0x88384Cd347D9f20719ee5FE2183adFc90B7eadE9,333333
0xeC7358763c7C3e5bf247de204bdf7721588b210C,333333
0x6fb95d77f02f992148684a6a0a49fab5bea20165,333333
0x00e82deD3f526AEB4f746a425940742Cbbe13B32,333333
0x02374107a66739202886a81380151c6bEdD162Ee,333333
